date,capacity,turnover,open,high,low,close,change,transaction
2014-04-14,13397003,818202956,61.1,61.2,60.9,61.05,-0.1,1201
2014-04-15,13893416,852294773,61.2,61.45,61.2,61.35,0.3,1536
2014-04-16,7049691,432479784,61.35,61.5,61.1,61.3,-0.05,971
2014-04-17,3531783,216347762,61.3,61.4,61.1,61.15,-0.15,753
2014-04-18,7072752,436080993,61.75,61.9,61.5,61.55,0.4,1010
2014-04-21,3405648,209616454,61.45,61.65,61.45,61.55,0.0,723
2014-04-22,9137755,564338510,61.55,61.95,61.55,61.75,0.2,1182
2014-04-23,5487114,339123359,61.85,62.05,61.5,61.65,-0.1,1009
2014-04-24,4518205,278868794,61.7,61.8,61.6,61.75,0.1,635
2014-04-25,22903168,1397360353,61.65,61.8,60.6,60.7,-1.05,2363
2014-04-28,8482863,516757486,60.3,61.5,60.3,61.25,0.55,1696
2014-04-29,6518965,399867438,61.25,61.5,61.1,61.35,0.1,880
2014-04-30,5598140,341881232,61.4,61.45,60.8,61.0,-0.35,916
2014-05-02,7646838,469116738,61.15,61.65,61.15,61.3,0.3,844
2014-05-05,6845893,419278572,61.55,61.6,61.0,61.2,-0.1,704
2014-05-06,10313513,632333847,61.5,61.75,61.1,61.55,0.35,1010
2014-05-07,7877926,483709781,61.5,61.6,61.2,61.4,-0.15,581
2014-05-08,3831478,236336647,61.6,61.85,61.4,61.85,0.45,1143
2014-05-09,3932389,242254650,61.7,61.85,61.45,61.45,-0.4,955
2014-05-12,3933661,240843294,61.5,61.5,61.1,61.15,-0.3,820
2014-05-13,5610714,345231830,61.6,61.75,61.35,61.45,0.3,690
2014-05-14,10739563,662001739,61.6,61.8,61.45,61.8,0.35,774
2014-05-15,8903574,549372988,61.75,61.85,61.55,61.75,-0.05,756
2014-05-16,9138648,563132512,61.65,61.85,61.4,61.85,0.1,784
2014-05-19,7165881,443514372,61.85,62.0,61.8,61.85,0.0,768
2014-05-20,9946886,617828250,61.9,62.3,61.9,62.1,0.25,1113
2014-05-21,6524205,404622181,62.0,62.2,61.75,61.8,-0.3,747
2014-05-22,14665439,914426214,62.0,62.65,61.95,62.65,0.85,1617
2014-05-23,13448718,843990036,62.85,62.9,62.65,62.75,0.1,935
2014-05-26,8643880,544729767,62.85,63.1,62.85,63.05,0.3,1125
2014-05-27,8034252,506976535,63.05,63.2,62.95,63.1,0.05,946
2014-05-28,11647085,739627943,63.15,63.8,63.15,63.7,0.6,1820
2014-05-29,9544840,606469579,63.7,63.7,63.4,63.4,-0.3,1696
2014-05-30,6715690,424930735,63.4,63.45,63.1,63.1,-0.3,887
2014-06-03,5110138,322847314,63.15,63.45,62.8,63.15,0.05,1121
2014-06-04,3390223,215048603,63.4,63.55,63.3,63.4,0.25,662
2014-06-05,1703159,107765689,63.3,63.4,63.1,63.4,0.0,582
2014-06-06,3489349,221858785,63.65,63.75,63.4,63.55,0.15,574
2014-06-09,3894834,248324441,63.6,63.85,63.6,63.8,0.25,694
2014-06-10,6843134,438788203,63.85,64.3,63.85,64.2,0.4,1117
2014-06-11,5038545,323020323,64.2,64.25,64.05,64.15,-0.05,713
2014-06-12,4508091,288458469,64.0,64.1,63.9,64.0,-0.15,748
2014-06-13,3322318,212037312,63.9,63.9,63.7,63.85,-0.15,1087
2014-06-16,2605436,166269354,63.85,64.0,63.6,63.9,0.05,524
2014-06-17,3853708,247310286,63.9,64.45,63.85,64.35,0.45,891
2014-06-18,9534569,614913986,64.4,64.8,64.3,64.5,0.15,1414
2014-06-19,9933277,644039025,64.65,65.05,64.55,64.95,0.45,1251
2014-06-20,3557667,231006018,64.95,65.1,64.7,64.75,-0.2,797
2014-06-23,13750447,891376000,64.8,65.0,64.6,64.7,-0.05,921
2014-06-24,7963338,516387730,64.85,65.05,64.7,64.8,0.1,1308
2014-06-25,7516190,486230332,64.65,64.8,64.6,64.65,-0.15,672
2014-06-26,9208018,600328007,64.75,65.4,64.75,65.35,0.7,1318
2014-06-27,9225169,598652694,65.35,65.35,64.5,65.35,0.0,754
2014-06-30,7584505,498698481,65.3,66.0,65.2,65.95,0.6,1177
2014-07-01,9614792,638500861,65.95,66.75,65.85,66.55,0.6,1462
2014-07-02,11640582,780941082,66.8,67.55,66.65,67.1,0.55,1872
2014-07-03,8115059,547949873,67.1,67.8,66.9,67.7,0.6,1157
2014-07-04,7081035,479383648,67.8,67.9,67.35,67.7,0.0,931
2014-07-07,5515011,372244178,67.5,67.7,67.3,67.6,-0.1,913
2014-07-08,5506198,373080813,67.8,67.9,67.6,67.75,0.15,704
2014-07-09,3129845,211948763,67.65,67.85,67.5,67.85,0.1,948
2014-07-10,5627537,384019437,67.8,68.45,67.8,68.35,0.5,921
2014-07-11,7800458,533512281,68.35,68.7,68.15,68.3,-0.05,1249
2014-07-14,3077528,210968972,68.25,68.8,68.25,68.7,0.4,737
2014-07-15,3956132,272690628,68.95,69.05,68.75,68.95,0.25,762
2014-07-16,5002973,342670128,68.95,69.0,68.1,68.35,-0.6,1349
2014-07-17,8012978,541682841,67.95,68.0,67.3,67.5,-0.85,1792
2014-07-18,6375175,429471714,67.05,67.6,67.0,67.5,0.0,1111
2014-07-21,5309448,359828487,67.75,67.95,67.5,67.5,0.0,976
2014-07-22,4156126,282494220,67.7,68.2,67.5,68.1,0.6,742
2014-07-24,3849330,262989852,68.3,68.4,68.1,68.4,0.3,632
2014-07-25,5548433,376527742,68.4,68.4,67.45,67.65,-0.75,1532
2014-07-28,2764903,186806579,67.45,67.8,67.3,67.5,-0.15,857
2014-07-29,7204003,486933644,67.75,67.95,67.2,67.45,-0.05,1011
2014-07-30,2800462,189837766,67.45,67.95,67.45,67.85,0.4,629
2014-07-31,11131485,745106345,67.85,67.85,66.6,66.75,-1.1,2605
2014-08-01,12831792,848041295,65.95,66.3,65.9,66.25,-0.5,3119
2014-08-04,3754385,249315257,66.2,66.7,66.1,66.6,0.35,1072
2014-08-05,19581384,1283063842,66.4,66.4,65.1,65.25,-1.35,4106
2014-08-06,6860410,448796944,65.3,65.75,65.05,65.7,0.45,1635
2014-08-07,6005594,394396922,65.75,65.9,65.4,65.7,0.0,1323
2014-08-08,14251196,931544993,65.45,65.7,65.05,65.7,0.0,2225
2014-08-11,8083747,533527320,66.0,66.15,65.75,66.05,0.35,1631
2014-08-12,4360382,288113895,66.0,66.3,65.85,66.1,0.05,836
2014-08-13,5217269,346814508,66.15,66.75,66.05,66.75,0.65,1141
2014-08-14,5985133,401763575,67.0,67.25,66.95,67.1,0.35,1246
2014-08-15,3889652,260576751,67.1,67.25,66.75,67.1,0.0,935
2014-08-18,2431156,162445714,67.1,67.1,66.6,66.9,-0.2,910
2014-08-19,6729759,454465687,67.3,67.75,67.0,67.75,0.85,1666
2014-08-20,8462251,574417268,67.7,68.05,67.7,68.0,0.25,1384
2014-08-21,3052384,207352662,68.0,68.1,67.8,67.9,-0.1,795
2014-08-22,7540274,517676680,68.1,68.95,68.1,68.75,0.85,2159
2014-08-25,2955425,203148149,68.75,68.9,68.6,68.65,-0.1,897
2014-08-26,1734004,119061916,68.6,68.8,68.55,68.6,-0.05,578
2014-08-27,7614061,526514905,68.95,69.4,68.95,69.25,0.65,1820
2014-08-28,3895335,270085459,69.25,69.45,69.2,69.35,0.1,864
2014-08-29,2432166,168185827,69.05,69.3,68.85,69.2,-0.15,749
2014-09-01,5273975,368028278,69.25,69.95,69.25,69.8,0.6,1368
2014-09-02,17741570,1224374868,69.7,69.7,68.6,68.75,-1.05,2209
2014-09-03,6908361,478099202,68.9,69.45,68.85,69.25,0.5,1423
2014-09-04,5388338,371808093,69.0,69.15,68.8,69.0,-0.25,872
2014-09-05,7409895,510544924,69.3,69.3,68.65,69.0,0.0,880
2014-09-09,7410533,514362272,69.4,69.5,69.25,69.25,0.25,1067
2014-09-10,17854876,1220436449,68.95,68.95,68.05,68.65,-0.6,2969
2014-09-11,8677472,595084113,68.7,68.7,68.4,68.4,-0.25,1112
2014-09-12,19509840,1323644820,68.4,68.4,67.6,67.75,-0.65,2975
2014-09-15,13125698,886657069,67.15,67.75,67.15,67.75,0.0,2641
2014-09-16,18030287,1213922825,67.65,67.65,67.15,67.2,-0.55,3336
2014-09-17,16515909,1121078885,67.5,68.2,67.45,67.7,0.5,2706
2014-09-18,16231841,1100282741,67.7,68.05,67.6,67.85,0.15,1734
2014-09-19,12117026,824099798,68.2,68.25,67.85,68.0,0.15,1741
2014-09-22,27057800,1807498100,67.35,67.35,66.55,66.95,-1.05,4742
2014-09-23,14803800,989664248,66.9,67.0,66.65,66.8,-0.15,1711
2014-09-24,25198120,1677321589,66.55,66.8,66.3,66.55,-0.25,3106
2014-09-25,23056032,1525231374,66.7,66.85,65.7,65.95,-0.6,4105
2014-09-26,23172009,1519722628,65.5,65.85,65.25,65.6,-0.35,2671
2014-09-29,17179426,1123942170,65.65,65.7,65.2,65.4,-0.2,2407
2014-09-30,20703888,1347528578,65.3,65.65,64.65,65.3,-0.1,3436
2014-10-01,17507959,1145739034,65.05,65.65,64.85,65.5,0.2,2229
2014-10-02,11487395,750371306,65.0,65.75,64.9,65.5,0.0,2169
2014-10-03,16238916,1074509403,65.8,66.7,65.6,66.7,1.2,3058
2014-10-06,6657762,442682905,66.65,66.7,66.15,66.65,-0.05,1727
2014-10-07,11314185,746517078,66.25,66.25,65.7,66.1,-0.55,1766
2014-10-08,8106253,533687033,65.8,66.05,65.7,65.7,-0.4,1446
2014-10-09,15003660,991657129,66.1,66.45,65.7,66.0,0.3,2227
2014-10-13,19670686,1262058555,64.15,64.55,63.8,64.0,-2.0,4439
2014-10-14,12914248,830367820,64.0,64.6,64.0,64.55,0.55,2272
2014-10-15,14412455,924662132,64.45,64.8,63.95,64.1,-0.45,3022
2014-10-16,24720177,1574418261,63.65,64.35,63.25,64.0,-0.1,3872
2014-10-17,15739726,1003578727,64.25,64.4,63.35,63.35,-0.65,3117
2014-10-20,10883538,699922435,64.25,64.6,63.9,64.6,1.25,2523
2014-10-21,7237011,465770840,64.4,64.55,64.2,64.3,-0.3,1399
2014-10-22,9342412,609083830,65.1,65.45,65.0,65.3,1.0,2192
2014-10-23,7088255,461607876,65.3,65.3,65.0,65.05,-0.25,1460
2014-10-24,22503457,1421022808,63.85,63.85,62.8,63.05,0.0,3774
2014-10-27,8078219,510850717,63.4,63.45,63.0,63.25,0.2,1598
2014-10-28,11178563,717875942,64.0,64.35,64.0,64.35,1.1,2001
2014-10-29,9403650,609040450,64.6,65.0,64.5,65.0,0.65,2446
2014-10-30,9083758,588379395,64.85,64.95,64.55,64.8,-0.2,1360
2014-10-31,16609131,1079821584,65.0,65.3,64.7,65.3,0.5,2165
2014-11-03,10607272,695909182,65.3,65.9,65.3,65.6,0.3,2111
2014-11-04,11030190,725801969,65.75,66.05,65.55,65.65,0.05,1924
2014-11-05,10539898,690084592,65.8,65.85,65.35,65.5,-0.15,1402
2014-11-06,21140332,1382416081,65.55,65.7,64.95,65.1,-0.4,1835
2014-11-07,10652381,692458545,65.0,65.25,64.7,65.2,0.1,1675
2014-11-10,16374760,1082026881,65.4,66.3,65.25,66.15,0.95,3093
2014-11-11,15092009,998173676,66.25,66.35,65.95,65.95,-0.2,1554
2014-11-12,18800660,1227582072,65.75,65.85,64.9,65.0,-0.95,2670
2014-11-13,10844738,709408088,65.0,65.65,65.0,65.65,0.65,1196
2014-11-14,11059784,724599745,65.3,65.8,65.3,65.7,0.05,882
2014-11-17,17461938,1141481839,66.05,66.1,64.8,65.1,-0.6,1958
2014-11-18,9940608,646618770,65.3,65.6,64.8,64.9,-0.2,1510
2014-11-19,18485249,1216573062,65.15,66.1,65.15,65.85,0.95,2950
2014-11-20,20762772,1381474747,66.05,66.7,66.05,66.6,0.75,3077
2014-11-21,11947733,795848615,66.6,66.8,66.45,66.65,0.05,1352
2014-11-24,13197946,884765130,66.9,67.2,66.75,66.8,0.15,1670
2014-11-25,13192380,882252305,66.65,67.05,66.45,66.85,0.05,1639
2014-11-26,8909455,595197353,66.75,66.9,66.65,66.85,0.0,1051
2014-11-27,16528637,1116591528,67.15,67.85,67.15,67.5,0.65,3059
2014-11-28,9382047,633454608,67.55,67.7,67.35,67.5,0.0,1578
2014-12-01,21282946,1420990551,66.3,67.45,66.15,66.8,-0.7,2802
2014-12-02,19739586,1301942354,66.35,66.5,65.65,65.8,-1.0,3226
2014-12-03,11865879,790064887,65.8,67.0,65.7,66.85,1.05,2124
2014-12-04,11366115,764157935,67.25,67.45,67.1,67.1,0.25,1658
2014-12-05,4318019,288818373,67.1,67.1,66.75,66.85,-0.25,752
2014-12-08,7633033,507940624,67.05,67.05,66.35,66.35,-0.5,1081
2014-12-09,4620781,305751300,66.25,66.3,66.0,66.2,-0.15,1007
2014-12-10,12851799,842081623,65.95,66.15,65.15,65.3,-0.9,2850
2014-12-11,6920153,450492814,65.05,65.35,64.7,65.25,-0.05,1550
2014-12-12,4477502,292348903,65.25,65.5,65.15,65.3,0.05,1125
2014-12-15,10562481,684011527,64.75,65.1,64.5,65.1,-0.2,2052
2014-12-16,12711030,822707015,64.8,65.0,64.55,64.55,-0.55,2582
2014-12-17,19575407,1248997491,64.55,64.55,63.4,63.55,-1.0,5591
2014-12-18,8593542,548577557,63.95,64.1,63.65,63.7,0.15,2606
2014-12-19,17192608,1117404159,64.7,65.3,64.6,65.2,1.5,3213
2014-12-22,7443958,489020278,65.35,66.0,65.3,66.0,0.8,2078
2014-12-23,5242007,345828738,66.15,66.3,65.75,65.8,-0.2,1144
2014-12-24,6957429,460453478,65.9,66.4,65.85,66.3,0.5,1629
2014-12-25,4417764,292620460,66.35,66.4,66.15,66.3,0.0,873
2014-12-26,21313397,1417849961,66.35,66.5,66.2,66.45,0.15,1492
2014-12-27,3791680,252447892,66.75,66.75,66.45,66.6,0.15,1040
2014-12-29,11101377,744543194,66.6,67.3,66.55,67.2,0.6,2757
2014-12-30,8583907,575794012,67.15,67.45,66.85,66.85,-0.35,1438
2014-12-31,7418884,495610278,66.8,67.0,66.6,66.85,0.0,1207
