date,capacity,turnover,open,high,low,close,change,transaction
2013-10-18,14818570,872614980,58.65,59.1,58.65,59.05,0.5,3248
2013-10-21,6552193,386605237,59.05,59.15,58.85,59.0,-0.05,1722
2013-10-22,7199462,424384758,58.8,59.1,58.6,59.0,0.0,1907
2013-10-23,8639415,508499416,59.1,59.1,58.6,58.7,-0.3,1854
2013-10-24,7935549,455537474,57.7,57.7,57.15,57.55,0.0,2173
2013-10-25,11177175,638101042,57.35,57.35,56.85,57.1,-0.45,3667
2013-10-28,6936708,398366820,57.15,57.65,57.1,57.5,0.4,1736
2013-10-29,5790985,333532119,57.45,57.8,57.3,57.75,0.25,1313
2013-10-30,4375748,252901791,57.8,57.9,57.65,57.9,0.15,1240
2013-10-31,6045775,349993250,57.85,58.05,57.6,57.9,0.0,1492
2013-11-01,6293364,362802228,58.0,58.1,57.45,57.6,-0.3,1612
2013-11-04,6647499,380466626,57.4,57.4,57.1,57.35,-0.25,2102
2013-11-05,7879372,448706061,57.25,57.35,56.75,56.8,-0.55,2598
2013-11-06,4717161,267847827,56.8,56.9,56.6,56.8,0.0,1698
2013-11-07,4901449,277659985,56.85,56.85,56.5,56.65,-0.15,1630
2013-11-08,6209803,350923675,56.6,56.65,56.35,56.45,-0.2,1939
2013-11-11,8237847,463973321,56.45,56.5,56.2,56.3,-0.15,2594
2013-11-12,6243339,352233375,56.6,56.6,56.2,56.5,0.2,1737
2013-11-13,17168796,960655076,56.25,56.3,55.7,55.75,-0.75,4884
2013-11-14,15583085,870463710,56.0,56.1,55.65,55.9,0.15,3495
2013-11-15,12722507,714440665,56.1,56.35,55.9,56.15,0.25,3079
2013-11-18,5565731,313864114,56.35,56.5,56.2,56.45,0.3,1834
2013-11-19,8478759,480733824,56.55,56.85,56.55,56.8,0.35,2094
2013-11-20,9701799,548101949,56.65,56.7,56.35,56.45,-0.35,2514
2013-11-21,35062264,1947623471,56.1,56.1,55.4,55.45,-1.0,9065
2013-11-22,10937407,607995596,55.5,55.7,55.5,55.5,0.05,3314
2013-11-25,10345365,582454673,56.15,56.5,56.15,56.25,0.75,2827
2013-11-26,9878559,558861474,56.0,56.9,56.0,56.7,0.45,2404
2013-11-27,8118057,462140733,56.7,57.05,56.65,57.0,0.3,2274
2013-11-28,11237010,644295393,57.35,57.45,57.2,57.35,0.35,2803
2013-11-29,14720545,846658034,57.35,57.7,57.25,57.55,0.2,2727
2013-12-02,5600990,321900939,57.6,57.7,57.35,57.45,-0.1,1672
2013-12-03,7385103,423383862,57.35,57.5,57.15,57.5,0.05,1668
2013-12-04,7401796,425548315,57.25,57.65,57.2,57.45,-0.05,1972
2013-12-05,6056780,346321000,57.45,57.5,57.0,57.1,-0.35,1628
2013-12-06,4023610,230202816,57.05,57.4,56.9,57.15,0.05,1266
2013-12-09,8645140,499380365,57.55,57.95,57.55,57.65,0.5,2870
2013-12-10,6866804,396596602,57.55,57.9,57.55,57.8,0.15,1562
2013-12-11,10106222,585498669,57.95,58.3,57.65,57.85,0.05,2213
2013-12-12,4216323,241964618,57.6,57.6,57.2,57.4,-0.45,1478
2013-12-13,5099860,292052296,57.1,57.4,57.05,57.35,-0.05,1402
2013-12-16,6971824,396351979,57.25,57.25,56.7,56.9,-0.45,1845
2013-12-17,3090413,176775069,57.15,57.3,57.1,57.2,0.3,907
2013-12-18,3488194,198913319,57.2,57.2,56.85,57.0,-0.2,1013
2013-12-19,6051598,347058762,57.4,57.5,57.15,57.35,0.35,1163
2013-12-20,4317836,247994045,57.35,57.55,57.2,57.45,0.1,890
2013-12-23,9016858,521687914,57.55,58.0,57.55,57.85,0.4,2510
2013-12-24,5052909,292130170,57.85,57.9,57.7,57.8,-0.05,1644
2013-12-25,3321019,192087677,57.9,57.95,57.75,57.85,0.05,914
2013-12-26,3417207,197708261,57.85,57.95,57.8,57.85,0.0,636
2013-12-27,12606977,732657190,57.8,58.4,57.8,58.3,0.45,3089
2013-12-30,18118818,1064065626,58.35,58.95,58.35,58.8,0.5,3293
2013-12-31,12256516,722130011,59.05,59.05,58.7,58.7,-0.1,2036
