date,capacity,turnover,open,high,low,close,change,transaction
2015-01-05,6295612,417637764,66.4,66.75,66.0,66.55,-0.3,1528
2015-01-06,19501826,1272547315,65.75,65.75,64.75,64.9,-1.65,4903
2015-01-07,6991542,454539307,64.7,65.25,64.7,65.0,0.1,1603
2015-01-08,13153525,871151843,65.5,66.6,65.5,66.5,1.5,3516
2015-01-09,5891981,391342473,66.9,66.95,66.05,66.15,-0.35,1375
2015-01-12,9060329,596821609,65.8,66.15,65.65,65.75,-0.4,1178
2015-01-13,6151627,406400133,65.6,66.4,65.4,65.95,0.2,1386
2015-01-14,7205239,473109554,66.0,66.05,65.4,65.6,-0.35,1256
2015-01-15,3525540,231506844,65.65,65.95,65.35,65.8,0.2,865
2015-01-16,9317659,613484964,66.25,66.4,65.35,65.5,-0.3,1371
2015-01-19,17591339,1166409008,66.3,66.75,66.05,66.25,0.75,2246
2015-01-20,10097725,673782517,66.5,66.9,66.35,66.75,0.5,1864
2015-01-21,17556111,1179808369,67.2,67.3,67.0,67.25,0.5,2810
2015-01-22,16125035,1090773104,67.5,67.9,67.45,67.6,0.35,1996
2015-01-23,35859685,2457940298,68.25,68.7,68.25,68.7,1.1,4604
2015-01-26,20460334,1404630266,68.55,68.85,68.45,68.7,0.0,1939
2015-01-27,36217348,2499213655,69.0,69.25,68.8,69.15,0.45,2879
2015-01-28,35993620,2485686836,68.8,69.2,68.8,69.15,0.0,2147
2015-01-29,19790454,1353476534,69.05,69.05,68.15,68.3,-0.85,2015
2015-01-30,4264474,290995818,68.6,68.6,68.0,68.0,-0.3,1112
2015-02-02,5810959,395850332,68.2,68.35,67.9,68.15,0.15,1258
2015-02-03,16645523,1142793513,68.35,68.85,68.1,68.65,0.5,1383
2015-02-04,20357668,1411607198,69.2,69.5,69.05,69.4,0.75,2741
2015-02-05,4783568,329874632,69.05,69.25,68.8,69.1,-0.3,980
2015-02-06,4107898,282693112,69.1,69.2,68.65,68.75,-0.35,735
2015-02-09,3512269,240429659,68.75,68.75,68.25,68.5,-0.25,943
2015-02-10,8023091,547920649,68.45,68.5,68.2,68.25,-0.25,1004
2015-02-11,7199400,496602704,68.7,69.25,68.7,69.0,0.75,1282
2015-02-12,9310387,642508708,69.0,69.2,68.8,69.0,0.0,812
2015-02-13,7599922,528270219,69.35,69.65,69.35,69.45,0.45,1771
2015-02-24,14549700,1022504775,69.95,70.45,69.95,70.25,0.8,2778
2015-02-25,23253921,1644414580,70.7,70.9,70.55,70.8,0.55,2983
2015-02-26,8688633,610954509,70.55,70.65,70.05,70.3,-0.5,1552
2015-03-02,6589376,461349421,70.3,70.55,69.75,70.0,-0.3,1449
2015-03-03,5067933,353130410,70.05,70.1,69.5,69.9,-0.1,1071
2015-03-04,6414710,448582000,69.55,70.05,69.5,69.95,0.05,1053
2015-03-05,3761886,261883714,69.95,70.0,69.35,69.7,-0.25,1037
2015-03-06,3067298,213689528,69.55,69.9,69.3,69.8,0.1,680
2015-03-09,7464997,515792426,69.45,69.5,68.9,69.1,-0.7,1781
2015-03-10,6958375,479061142,69.0,69.05,68.6,68.95,-0.15,1347
2015-03-11,10039248,689232863,68.35,69.15,68.3,69.05,0.1,1081
2015-03-12,5710306,396200162,68.85,69.65,68.8,69.65,0.6,1096
2015-03-13,4527676,315257661,69.65,69.75,69.45,69.45,-0.2,890
2015-03-16,6079977,420077392,69.35,69.35,68.85,68.9,-0.55,1125
2015-03-17,7096344,491872167,69.2,69.75,69.0,69.15,0.25,1282
