date,capacity,turnover,open,high,low,close,change,transaction
2016-01-04,16928063,1009176452,60.8,60.95,59.05,59.55,-1.2,5730
2016-01-05,21783969,1291792220,59.5,59.75,58.85,59.05,-0.5,6708
2016-01-06,28939550,1688039896,59.05,59.05,57.9,58.45,-0.6,8406
2016-01-07,39962301,2289801488,58.3,58.3,56.7,57.35,-1.1,11325
2016-01-08,25450734,1459152633,57.0,57.7,56.85,57.45,0.1,7024
2016-01-11,24356269,1375352256,56.9,56.95,56.0,56.55,-0.9,7405
2016-01-12,17649886,998368462,56.8,57.0,56.3,56.5,-0.05,5238
2016-01-13,11848432,677682867,57.0,57.5,56.75,57.15,0.65,5664
2016-01-14,15487360,871255829,56.5,56.7,55.85,56.7,-0.45,5765
2016-01-15,20847878,1181841700,57.1,57.5,56.25,56.7,0.0,4936
2016-01-18,13014340,736737370,55.9,57.3,55.8,57.1,0.4,4379
2016-01-19,8110815,462104462,57.0,57.25,56.65,57.25,0.15,2801
2016-01-20,22688368,1270701758,56.85,56.85,55.6,55.9,-1.35,7993
2016-01-21,10450055,585123480,56.1,56.3,55.6,55.8,-0.1,4579
2016-01-22,13943516,784844013,56.35,56.6,56.0,56.55,0.75,3835
2016-01-25,12773195,734244688,57.0,57.8,57.0,57.55,1.0,4215
2016-01-26,7583870,431532884,57.0,57.15,56.7,57.0,-0.55,3599
2016-01-27,9101121,520457441,57.4,57.45,56.95,57.25,0.25,2287
2016-01-28,10224860,588123466,57.15,57.75,57.0,57.55,0.3,3285
2016-01-29,20207611,1180203349,57.5,59.1,57.25,59.0,1.45,7319
2016-01-30,13202648,785683942,59.45,59.7,59.2,59.55,0.55,3965
2016-02-01,7967600,473078587,59.5,59.6,59.1,59.55,0.0,2732
2016-02-02,4584277,272135216,59.45,59.55,59.0,59.35,-0.2,1748
2016-02-03,6990419,412038146,59.0,59.25,58.6,58.95,-0.4,2624
2016-02-15,7221411,424601837,58.3,59.1,58.1,59.0,0.05,2176
2016-02-16,17822419,1067789029,59.1,60.35,59.1,60.25,1.25,4926
2016-02-17,12473522,750453287,60.4,60.5,59.95,59.95,-0.3,3478
2016-02-18,16986739,1034524645,60.8,61.15,60.5,60.9,0.95,4462
2016-02-19,11352431,690604191,60.8,61.05,60.6,60.85,-0.05,4864
2016-02-22,11614403,710868283,60.85,61.6,60.55,60.8,-0.05,2553
2016-02-23,4916180,299142784,61.0,61.15,60.7,60.85,0.05,1464
2016-02-24,7764348,471747151,60.8,61.3,60.2,60.3,-0.55,2535
2016-02-25,16933970,1033960315,60.6,61.35,60.5,61.1,0.8,3204
2016-02-26,14513092,888888205,61.35,61.7,60.9,61.25,0.15,2460
2016-03-01,17236846,1063544724,61.25,61.95,61.1,61.85,0.6,3170
2016-03-02,22870541,1429351890,62.35,62.75,62.25,62.35,0.5,4450
2016-03-03,32602730,2049950175,62.35,63.3,62.35,62.95,0.6,4358
2016-03-04,24050775,1516905064,62.9,63.3,62.75,63.1,0.15,3237
2016-03-07,21497714,1360686374,63.2,63.7,62.9,63.1,0.0,3147
2016-03-08,13634860,856574187,63.0,63.1,62.5,63.05,-0.05,2384
2016-03-09,8097374,509283704,63.05,63.15,62.65,63.1,0.05,2074
2016-03-10,21352778,1350247727,63.05,63.4,62.85,63.25,0.15,2018
2016-03-11,22682346,1438882479,63.2,63.75,63.05,63.55,0.3,2712
2016-03-14,25831819,1656759416,64.0,64.25,63.95,64.0,0.45,5390
2016-03-15,18905608,1202923134,64.0,64.1,63.0,63.05,-0.95,5012
2016-03-16,36277393,2306691168,63.35,63.75,63.35,63.6,0.55,3399
2016-03-17,20031419,1293323925,64.55,64.9,64.05,64.3,0.7,4479
2016-03-18,31120204,2012043642,64.4,64.85,64.3,64.7,0.4,3630
2016-03-21,6056792,391100684,64.9,65.05,64.2,64.6,-0.1,1337
2016-03-22,8180504,524896358,64.35,64.55,63.85,64.4,-0.2,1809
2016-03-23,11996985,773806611,64.4,64.85,64.25,64.35,-0.05,2241
2016-03-24,8530772,547517642,64.25,64.5,63.7,64.35,0.0,1364
2016-03-25,3814633,244659326,64.5,64.5,63.95,64.05,-0.3,1093
2016-03-28,7346998,471125135,64.05,64.4,63.8,64.1,0.05,1372
2016-03-29,10741646,685826209,64.0,64.3,63.5,63.65,-0.45,1828
2016-03-30,29118588,1881582104,64.05,64.9,64.0,64.7,1.05,3940
2016-03-31,16046959,1040188630,65.1,65.4,64.45,64.65,-0.05,4899
2016-04-01,4654364,297564556,64.25,64.35,63.6,63.9,-0.75,1775
2016-04-06,8957175,560162916,63.3,63.3,62.35,62.4,-1.5,3518
2016-04-07,20224614,1253001981,62.5,62.5,61.6,62.15,-0.25,6513
2016-04-08,6752732,421875102,61.8,62.8,61.8,62.75,0.6,1520
2016-04-11,5355410,335884631,62.5,63.1,62.15,63.0,0.25,1319
2016-04-12,2753865,173786257,63.05,63.5,62.75,62.95,-0.05,1104
2016-04-13,11846507,757327171,63.25,64.2,63.25,64.05,1.1,3097
2016-04-14,8125157,522525255,64.4,64.6,64.1,64.25,0.2,1959
2016-04-15,11673490,749214184,63.8,64.3,63.55,64.25,0.0,1191
2016-04-18,2145729,137218318,64.05,64.2,63.85,63.85,-0.4,670
